id,comment,label
9967,Never stop chasing your dreams.,0
9968,You have a wonderful heart.,0
9969,Your positivity is contagious.,0
9970,"Keep smiling, it brightens up everyone's day.",0
9971,You are an amazing person!,0
9972,Keep up the great work!,0
9973,Your kindness makes the world a better place.,0
9974,"Believe in yourself, you are capable of great things.",0
9975,You bring joy to those around you.,0
9976,Your hard work and dedication inspire others.,0
9977,Never stop chasing your dreams.,0
9978,You have a wonderful heart.,0
9979,Your positivity is contagious.,0
9980,"Keep smiling, it brightens up everyone's day.",0
9981,You are an amazing person!,0
9982,Keep up the great work!,0
9983,Your kindness makes the world a better place.,0
9984,"Believe in yourself, you are capable of great things.",0
9985,You bring joy to those around you.,0
9986,Your hard work and dedication inspire others.,0
9987,Never stop chasing your dreams.,0
9988,You have a wonderful heart.,0
9989,Your positivity is contagious.,0
9990,"Keep smiling, it brightens up everyone's day.",0
9991,You are an amazing person!,0
9992,Keep up the great work!,0
9993,Your kindness makes the world a better place.,0
9994,"Believe in yourself, you are capable of great things.",0
9995,You bring joy to those around you.,0
9996,Your hard work and dedication inspire others.,0
9997,Never stop chasing your dreams.,0
9998,You have a wonderful heart.,0
9999,Your positivity is contagious.,0
10000,"Keep smiling, it brightens up everyone's day.",0
10001,I will hunt you down and make you suffer.,2
10002,You are the worst thing that ever happened to this world.,2
10003,People like you deserve to be erased from existence.,2
10004,I will destroy everything you love.,2
10005,You should just disappear from this planet.,2
10006,You are a worthless piece of trash.,2
10007,Everyone hates you and always will.,2
10008,i will kill you.,2
10009,kill you till death.,2
10011,No one cares if you live or die.,2
10012,I swear I will make your life a living nightmare.,2
10013,You are nothing but a failure and a burden.,2
10014,The world would be better off without you.,2
10015,I will ruin you in every possible way.,2
10016,You are the most disgusting person I've ever seen.,2
10017,You should be locked up and never let out.,2
10018,I hope you experience the worst pain imaginable.,2
10019,"If I see you, I won’t hold back my anger.",2
10020,You better watch your back.,2
10021,I will make sure you regret everything.,2
10022,People like you should not exist.,2
10023,"You are a walking disaster, and everyone knows it.",2
10024,I will hunt you down and make you suffer.,2
10025,You are the worst thing that ever happened to this world.,2
10026,People like you deserve to be erased from existence.,2
10027,I will destroy everything you love.,2
10028,You should just disappear from this planet.,2
10029,You are a worthless piece of trash.,2
10030,Everyone hates you and always will.,2
10031,No one cares if you live or die.,2
10032,I swear I will make your life a living nightmare.,2
10033,You are nothing but a failure and a burden.,2
10034,The world would be better off without you.,2
10035,I will ruin you in every possible way.,2
10036,You are the most disgusting person I've ever seen.,2
10037,You should be locked up and never let out.,2
10038,I hope you experience the worst pain imaginable.,2
10039,"If I see you, I won’t hold back my anger.",2
10040,You better watch your back.,2
10041,I will make sure you regret everything.,2
10042,People like you should not exist.,2
10043,"You are a walking disaster, and everyone knows it.",2
10044,I will hunt you down and make you suffer.,2
10045,You are the worst thing that ever happened to this world.,2
10046,People like you deserve to be erased from existence.,2
10047,I will destroy everything you love.,2
10048,You should just disappear from this planet.,2
10049,You are a worthless piece of trash.,2
10050,Everyone hates you and always will.,2
10051,No one cares if you live or die.,2
10052,I swear I will make your life a living nightmare.,2
10053,You are nothing but a failure and a burden.,2
10054,The world would be better off without you.,2
10055,I will ruin you in every possible way.,2
10056,You are the most disgusting person I've ever seen.,2
10057,You should be locked up and never let out.,2
10058,I hope you experience the worst pain imaginable.,2
10059,"If I see you, I won’t hold back my anger.",2
10060,You better watch your back.,2
10061,I will make sure you regret everything.,2
10062,People like you should not exist.,2
10063,"You are a walking disaster, and everyone knows it.",2
10064,I will hunt you down and make you suffer.,2
10065,You are the worst thing that ever happened to this world.,2
10066,People like you deserve to be erased from existence.,2
10067,I will destroy everything you love.,2
10068,You should just disappear from this planet.,2
10069,You are a worthless piece of trash.,2
10070,Everyone hates you and always will.,2
10071,No one cares if you live or die.,2
10072,I swear I will make your life a living nightmare.,2
10073,You are nothing but a failure and a burden.,2
10074,The world would be better off without you.,2
10075,I will ruin you in every possible way.,2
10076,You are the most disgusting person I've ever seen.,2
10077,You should be locked up and never let out.,2
10078,I hope you experience the worst pain imaginable.,2
10079,"If I see you, I won’t hold back my anger.",2
10080,You better watch your back.,2
10081,I will make sure you regret everything.,2
10082,People like you should not exist.,2
10083,"You are a walking disaster, and everyone knows it.",2
10084,I will hunt you down and make you suffer.,2
10085,You are the worst thing that ever happened to this world.,2
10086,People like you deserve to be erased from existence.,2
10087,I will destroy everything you love.,2
10088,You should just disappear from this planet.,2
10089,You are a worthless piece of trash.,2
10090,Everyone hates you and always will.,2
10091,No one cares if you live or die.,2
10092,I swear I will make your life a living nightmare.,2
10093,You are nothing but a failure and a burden.,2
10094,The world would be better off without you.,2
10095,I will ruin you in every possible way.,2
10096,You are the most disgusting person I've ever seen.,2
10097,You should be locked up and never let out.,2
10098,I hope you experience the worst pain imaginable.,2
10099,"If I see you, I won’t hold back my anger.",2
10100,You better watch your back.,2
10101,I will make sure you regret everything.,2
10102,People like you should not exist.,2
10103,"You are a walking disaster, and everyone knows it.",2
10104,I will hunt you down and make you suffer.,2
10105,You are the worst thing that ever happened to this world.,2
10106,People like you deserve to be erased from existence.,2
10107,I will destroy everything you love.,2
10108,You should just disappear from this planet.,2
10109,You are a worthless piece of trash.,2
10110,Everyone hates you and always will.,2
10111,No one cares if you live or die.,2
10112,I swear I will make your life a living nightmare.,2
10113,You are nothing but a failure and a burden.,2
10114,The world would be better off without you.,2
10115,I will ruin you in every possible way.,2
10116,You are the most disgusting person I've ever seen.,2
10117,You should be locked up and never let out.,2
10118,I hope you experience the worst pain imaginable.,2
10119,"If I see you, I won’t hold back my anger.",2
10120,You better watch your back.,2
10121,I will make sure you regret everything.,2
10122,People like you should not exist.,2
10123,"You are a walking disaster, and everyone knows it.",2
10124,I will hunt you down and make you suffer.,2
10125,You are the worst thing that ever happened to this world.,2
10126,People like you deserve to be erased from existence.,2
10127,I will destroy everything you love.,2
10128,You should just disappear from this planet.,2
10129,You are a worthless piece of trash.,2
10130,Everyone hates you and always will.,2
10131,No one cares if you live or die.,2
10132,I swear I will make your life a living nightmare.,2
10133,You are nothing but a failure and a burden.,2
10134,The world would be better off without you.,2
10135,I will ruin you in every possible way.,2
10136,You are the most disgusting person I've ever seen.,2
10137,You should be locked up and never let out.,2
10138,I hope you experience the worst pain imaginable.,2
10139,"If I see you, I won’t hold back my anger.",2
10140,You better watch your back.,2
10141,I will make sure you regret everything.,2
10142,People like you should not exist.,2
10143,"You are a walking disaster, and everyone knows it.",2
10144,I will hunt you down and make you suffer.,2
10145,You are the worst thing that ever happened to this world.,2
10146,People like you deserve to be erased from existence.,2
10147,I will destroy everything you love.,2
10148,You should just disappear from this planet.,2
10149,You are a worthless piece of trash.,2
10150,Everyone hates you and always will.,2
10151,No one cares if you live or die.,2
10152,I swear I will make your life a living nightmare.,2
10153,You are nothing but a failure and a burden.,2
10154,The world would be better off without you.,2
10155,I will ruin you in every possible way.,2
10156,You are the most disgusting person I've ever seen.,2
10157,You should be locked up and never let out.,2
10158,I hope you experience the worst pain imaginable.,2
10159,"If I see you, I won’t hold back my anger.",2
10160,You better watch your back.,2
10161,I will make sure you regret everything.,2
10162,People like you should not exist.,2
10163,"You are a walking disaster, and everyone knows it.",2
10164,I will hunt you down and make you suffer.,2
10165,You are the worst thing that ever happened to this world.,2
10166,People like you deserve to be erased from existence.,2
10167,I will destroy everything you love.,2
10168,You should just disappear from this planet.,2
10169,You are a worthless piece of trash.,2
10170,Everyone hates you and always will.,2
10171,No one cares if you live or die.,2
10172,I swear I will make your life a living nightmare.,2
10173,You are nothing but a failure and a burden.,2
10174,The world would be better off without you.,2
10175,I will ruin you in every possible way.,2
10176,You are the most disgusting person I've ever seen.,2
10177,You should be locked up and never let out.,2
10178,I hope you experience the worst pain imaginable.,2
10179,"If I see you, I won’t hold back my anger.",2
10180,You better watch your back.,2
10181,I will make sure you regret everything.,2
10182,People like you should not exist.,2
10183,"You are a walking disaster, and everyone knows it.",2
10184,I will hunt you down and make you suffer.,2
10185,You are the worst thing that ever happened to this world.,2
10186,People like you deserve to be erased from existence.,2
10187,I will destroy everything you love.,2
10188,You should just disappear from this planet.,2
10189,You are a worthless piece of trash.,2
10190,Everyone hates you and always will.,2
10191,No one cares if you live or die.,2
10192,I swear I will make your life a living nightmare.,2
10193,You are nothing but a failure and a burden.,2
10194,The world would be better off without you.,2
10195,I will ruin you in every possible way.,2
10196,You are the most disgusting person I've ever seen.,2
10197,You should be locked up and never let out.,2
10198,I hope you experience the worst pain imaginable.,2
10199,"If I see you, I won’t hold back my anger.",2
10200,You better watch your back.,2
10201,I will make sure you regret everything.,2
10202,People like you should not exist.,2
10203,"You are a walking disaster, and everyone knows it.",2
10204,I will hunt you down and make you suffer.,2
10205,You are the worst thing that ever happened to this world.,2
10206,People like you deserve to be erased from existence.,2
10207,I will destroy everything you love.,2
10208,You should just disappear from this planet.,2
10209,You are a worthless piece of trash.,2
10210,Everyone hates you and always will.,2
10211,No one cares if you live or die.,2
10212,I swear I will make your life a living nightmare.,2
10213,You are nothing but a failure and a burden.,2
10214,The world would be better off without you.,2
10215,I will ruin you in every possible way.,2
10216,You are the most disgusting person I've ever seen.,2
10217,You should be locked up and never let out.,2
10218,I hope you experience the worst pain imaginable.,2
10219,"If I see you, I won’t hold back my anger.",2
10220,You better watch your back.,2
10221,I will make sure you regret everything.,2
10222,People like you should not exist.,2
10223,"You are a walking disaster, and everyone knows it.",2
10224,I will hunt you down and make you suffer.,2
10225,You are the worst thing that ever happened to this world.,2
10226,People like you deserve to be erased from existence.,2
10227,I will destroy everything you love.,2
10228,You should just disappear from this planet.,2
10229,You are a worthless piece of trash.,2
10230,Everyone hates you and always will.,2
10231,No one cares if you live or die.,2
10232,I swear I will make your life a living nightmare.,2
10233,You are nothing but a failure and a burden.,2
10234,The world would be better off without you.,2
10235,I will ruin you in every possible way.,2
10236,You are the most disgusting person I've ever seen.,2
10237,You should be locked up and never let out.,2
10238,I hope you experience the worst pain imaginable.,2
10239,"If I see you, I won’t hold back my anger.",2
10240,You better watch your back.,2
10241,I will make sure you regret everything.,2
10242,People like you should not exist.,2
10243,"You are a walking disaster, and everyone knows it.",2
10244,I will hunt you down and make you suffer.,2
10245,You are the worst thing that ever happened to this world.,2
10246,People like you deserve to be erased from existence.,2
10247,I will destroy everything you love.,2
10248,You should just disappear from this planet.,2
10249,You are a worthless piece of trash.,2
10250,Everyone hates you and always will.,2
10251,No one cares if you live or die.,2
10252,I swear I will make your life a living nightmare.,2
10253,You are nothing but a failure and a burden.,2
10254,The world would be better off without you.,2
10255,I will ruin you in every possible way.,2
10256,You are the most disgusting person I've ever seen.,2
10257,You should be locked up and never let out.,2
10258,I hope you experience the worst pain imaginable.,2
10259,"If I see you, I won’t hold back my anger.",2
10260,You better watch your back.,2
10261,I will make sure you regret everything.,2
10262,People like you should not exist.,2
10263,"You are a walking disaster, and everyone knows it.",2
10264,I will hunt you down and make you suffer.,2
10265,You are the worst thing that ever happened to this world.,2
10266,People like you deserve to be erased from existence.,2
10267,I will destroy everything you love.,2
10268,You should just disappear from this planet.,2
10269,You are a worthless piece of trash.,2
10270,Everyone hates you and always will.,2
10271,No one cares if you live or die.,2
10272,I swear I will make your life a living nightmare.,2
10273,You are nothing but a failure and a burden.,2
10274,The world would be better off without you.,2
10275,I will ruin you in every possible way.,2
10276,You are the most disgusting person I've ever seen.,2
10277,You should be locked up and never let out.,2
10278,I hope you experience the worst pain imaginable.,2
10279,"If I see you, I won’t hold back my anger.",2
10280,You better watch your back.,2
10281,I will make sure you regret everything.,2
10282,People like you should not exist.,2
10283,"You are a walking disaster, and everyone knows it.",2
10284,I will hunt you down and make you suffer.,2
10285,You are the worst thing that ever happened to this world.,2
10286,People like you deserve to be erased from existence.,2
10287,I will destroy everything you love.,2
10288,You should just disappear from this planet.,2
10289,You are a worthless piece of trash.,2
10290,Everyone hates you and always will.,2
10291,No one cares if you live or die.,2
10292,I swear I will make your life a living nightmare.,2
10293,You are nothing but a failure and a burden.,2
10294,The world would be better off without you.,2
10295,I will ruin you in every possible way.,2
10296,You are the most disgusting person I've ever seen.,2
10297,You should be locked up and never let out.,2
10298,I hope you experience the worst pain imaginable.,2
10299,"If I see you, I won’t hold back my anger.",2
10300,You better watch your back.,2
10301,I will make sure you regret everything.,2
10302,People like you should not exist.,2
10303,"You are a walking disaster, and everyone knows it.",2
10304,I will hunt you down and make you suffer.,2
10305,You are the worst thing that ever happened to this world.,2
10306,People like you deserve to be erased from existence.,2
10307,I will destroy everything you love.,2
10308,You should just disappear from this planet.,2
10309,You are a worthless piece of trash.,2
10310,Everyone hates you and always will.,2
10311,No one cares if you live or die.,2
10312,I swear I will make your life a living nightmare.,2
10313,You are nothing but a failure and a burden.,2
10314,The world would be better off without you.,2
10315,I will ruin you in every possible way.,2
10316,You are the most disgusting person I've ever seen.,2
10317,You should be locked up and never let out.,2
10318,I hope you experience the worst pain imaginable.,2
10319,"If I see you, I won’t hold back my anger.",2
10320,You better watch your back.,2
10321,I will make sure you regret everything.,2
10322,People like you should not exist.,2
10323,"You are a walking disaster, and everyone knows it.",2
10324,I will hunt you down and make you suffer.,2
10325,You are the worst thing that ever happened to this world.,2
10326,People like you deserve to be erased from existence.,2
10327,I will destroy everything you love.,2
10328,You should just disappear from this planet.,2
10329,You are a worthless piece of trash.,2
10330,Everyone hates you and always will.,2
10331,No one cares if you live or die.,2
10332,I swear I will make your life a living nightmare.,2
10333,You are nothing but a failure and a burden.,2
10334,The world would be better off without you.,2
10335,I will ruin you in every possible way.,2
10336,You are the most disgusting person I've ever seen.,2
10337,You should be locked up and never let out.,2
10338,I hope you experience the worst pain imaginable.,2
10339,"If I see you, I won’t hold back my anger.",2
10340,You better watch your back.,2
10341,I will make sure you regret everything.,2
10342,People like you should not exist.,2
10343,"You are a walking disaster, and everyone knows it.",2
10344,I will hunt you down and make you suffer.,2
10345,You are the worst thing that ever happened to this world.,2
10346,People like you deserve to be erased from existence.,2
10347,I will destroy everything you love.,2
10348,You should just disappear from this planet.,2
10349,You are a worthless piece of trash.,2
10350,Everyone hates you and always will.,2
10351,No one cares if you live or die.,2
10352,I swear I will make your life a living nightmare.,2
10353,You are nothing but a failure and a burden.,2
10354,The world would be better off without you.,2
10355,I will ruin you in every possible way.,2
10356,You are the most disgusting person I've ever seen.,2
10357,You should be locked up and never let out.,2
10358,I hope you experience the worst pain imaginable.,2
10359,"If I see you, I won’t hold back my anger.",2
10360,You better watch your back.,2
10361,I will make sure you regret everything.,2
10362,People like you should not exist.,2
10363,"You are a walking disaster, and everyone knows it.",2
10364,I will hunt you down and make you suffer.,2
10365,You are the worst thing that ever happened to this world.,2
10366,People like you deserve to be erased from existence.,2
10367,I will destroy everything you love.,2
10368,You should just disappear from this planet.,2
10369,You are a worthless piece of trash.,2
10370,Everyone hates you and always will.,2
10371,No one cares if you live or die.,2
10372,I swear I will make your life a living nightmare.,2
10373,You are nothing but a failure and a burden.,2
10374,The world would be better off without you.,2
10375,I will ruin you in every possible way.,2
10376,You are the most disgusting person I've ever seen.,2
10377,You should be locked up and never let out.,2
10378,I hope you experience the worst pain imaginable.,2
10379,"If I see you, I won’t hold back my anger.",2
10380,You better watch your back.,2
10381,I will make sure you regret everything.,2
10382,People like you should not exist.,2
10383,"You are a walking disaster, and everyone knows it.",2
10384,I will hunt you down and make you suffer.,2
10385,You are the worst thing that ever happened to this world.,2
10386,People like you deserve to be erased from existence.,2
10387,I will destroy everything you love.,2
10388,You should just disappear from this planet.,2
10389,You are a worthless piece of trash.,2
10390,Everyone hates you and always will.,2
10391,No one cares if you live or die.,2
10392,I swear I will make your life a living nightmare.,2
10393,You are nothing but a failure and a burden.,2
10394,The world would be better off without you.,2
10395,I will ruin you in every possible way.,2
10396,You are the most disgusting person I've ever seen.,2
10397,You should be locked up and never let out.,2
10398,I hope you experience the worst pain imaginable.,2
10399,"If I see you, I won’t hold back my anger.",2
10400,You better watch your back.,2
10401,I will make sure you regret everything.,2
10402,People like you should not exist.,2
10403,"You are a walking disaster, and everyone knows it.",2
10404,I will hunt you down and make you suffer.,2
10405,You are the worst thing that ever happened to this world.,2
10406,People like you deserve to be erased from existence.,2
10407,I will destroy everything you love.,2
10408,You should just disappear from this planet.,2
10409,You are a worthless piece of trash.,2
10410,Everyone hates you and always will.,2
10411,No one cares if you live or die.,2
10412,I swear I will make your life a living nightmare.,2
10413,You are nothing but a failure and a burden.,2
10414,The world would be better off without you.,2
10415,I will ruin you in every possible way.,2
10416,You are the most disgusting person I've ever seen.,2
10417,You should be locked up and never let out.,2
10418,I hope you experience the worst pain imaginable.,2
10419,"If I see you, I won’t hold back my anger.",2
10420,You better watch your back.,2
10421,I will make sure you regret everything.,2
10422,People like you should not exist.,2
10423,"You are a walking disaster, and everyone knows it.",2
10424,I will hunt you down and make you suffer.,2
10425,You are the worst thing that ever happened to this world.,2
10426,People like you deserve to be erased from existence.,2
10427,I will destroy everything you love.,2
10428,You should just disappear from this planet.,2
10429,You are a worthless piece of trash.,2
10430,Everyone hates you and always will.,2
10431,No one cares if you live or die.,2
10432,I swear I will make your life a living nightmare.,2
10433,You are nothing but a failure and a burden.,2
10434,The world would be better off without you.,2
10435,I will ruin you in every possible way.,2
10436,You are the most disgusting person I've ever seen.,2
10437,You should be locked up and never let out.,2
10438,I hope you experience the worst pain imaginable.,2
10439,"If I see you, I won’t hold back my anger.",2
10440,You better watch your back.,2
10441,I will make sure you regret everything.,2
10442,People like you should not exist.,2
10443,"You are a walking disaster, and everyone knows it.",2
10444,I will hunt you down and make you suffer.,2
10445,You are the worst thing that ever happened to this world.,2
10446,People like you deserve to be erased from existence.,2
10447,I will destroy everything you love.,2
10448,You should just disappear from this planet.,2
10449,You are a worthless piece of trash.,2
10450,Everyone hates you and always will.,2
10451,No one cares if you live or die.,2
10452,I swear I will make your life a living nightmare.,2
10453,You are nothing but a failure and a burden.,2
10454,The world would be better off without you.,2
10455,I will ruin you in every possible way.,2
10456,You are the most disgusting person I've ever seen.,2
10457,You should be locked up and never let out.,2
10458,I hope you experience the worst pain imaginable.,2
10459,"If I see you, I won’t hold back my anger.",2
10460,You better watch your back.,2
10461,I will make sure you regret everything.,2
10462,People like you should not exist.,2
10463,"You are a walking disaster, and everyone knows it.",2
10464,I will hunt you down and make you suffer.,2
10465,You are the worst thing that ever happened to this world.,2
10466,People like you deserve to be erased from existence.,2
10467,I will destroy everything you love.,2
10468,You should just disappear from this planet.,2
10469,You are a worthless piece of trash.,2
10470,Everyone hates you and always will.,2
10471,No one cares if you live or die.,2
10472,I swear I will make your life a living nightmare.,2
10473,You are nothing but a failure and a burden.,2
10474,The world would be better off without you.,2
10475,I will ruin you in every possible way.,2
10476,You are the most disgusting person I've ever seen.,2
10477,You should be locked up and never let out.,2
10478,I hope you experience the worst pain imaginable.,2
10479,"If I see you, I won’t hold back my anger.",2
10480,You better watch your back.,2
10481,I will make sure you regret everything.,2
10482,People like you should not exist.,2
10483,"You are a walking disaster, and everyone knows it.",2
10484,I will hunt you down and make you suffer.,2
10485,You are the worst thing that ever happened to this world.,2
10486,People like you deserve to be erased from existence.,2
10487,I will destroy everything you love.,2
10488,You should just disappear from this planet.,2
10489,You are a worthless piece of trash.,2
10490,Everyone hates you and always will.,2
10491,No one cares if you live or die.,2
10492,I swear I will make your life a living nightmare.,2
10493,You are nothing but a failure and a burden.,2
10494,The world would be better off without you.,2
10495,I will ruin you in every possible way.,2
10496,You are the most disgusting person I've ever seen.,2
10497,You should be locked up and never let out.,2
10498,I hope you experience the worst pain imaginable.,2
10499,"If I see you, I won’t hold back my anger.",2
10500,You better watch your back.,2
10501,I will make sure you regret everything.,2
10502,People like you should not exist.,2
10503,"You are a walking disaster, and everyone knows it.",2
10504,I will hunt you down and make you suffer.,2
10505,You are the worst thing that ever happened to this world.,2
10506,People like you deserve to be erased from existence.,2
10507,I will destroy everything you love.,2
10508,You should just disappear from this planet.,2
10509,You are a worthless piece of trash.,2
10510,Everyone hates you and always will.,2
10511,No one cares if you live or die.,2
10512,I swear I will make your life a living nightmare.,2
10513,You are nothing but a failure and a burden.,2
10514,The world would be better off without you.,2
10515,I will ruin you in every possible way.,2
10516,You are the most disgusting person I've ever seen.,2
10517,You should be locked up and never let out.,2
10518,I hope you experience the worst pain imaginable.,2
10519,"If I see you, I won’t hold back my anger.",2
10520,You better watch your back.,2
10521,I will make sure you regret everything.,2
10522,People like you should not exist.,2
10523,"You are a walking disaster, and everyone knows it.",2
10524,I will hunt you down and make you suffer.,2
10525,You are the worst thing that ever happened to this world.,2
10526,People like you deserve to be erased from existence.,2
10527,I will destroy everything you love.,2
10528,You should just disappear from this planet.,2
10529,You are a worthless piece of trash.,2
10530,Everyone hates you and always will.,2
10531,No one cares if you live or die.,2
10532,I swear I will make your life a living nightmare.,2
10533,You are nothing but a failure and a burden.,2
10534,The world would be better off without you.,2
10535,I will ruin you in every possible way.,2
10536,You are the most disgusting person I've ever seen.,2
10537,You should be locked up and never let out.,2
10538,I hope you experience the worst pain imaginable.,2
10539,"If I see you, I won’t hold back my anger.",2
10540,You better watch your back.,2
10541,I will make sure you regret everything.,2
10542,People like you should not exist.,2
10543,"You are a walking disaster, and everyone knows it.",2
10544,I will hunt you down and make you suffer.,2
10545,You are the worst thing that ever happened to this world.,2
10546,People like you deserve to be erased from existence.,2
10547,I will destroy everything you love.,2
10548,You should just disappear from this planet.,2
10549,You are a worthless piece of trash.,2
10550,Everyone hates you and always will.,2
10551,No one cares if you live or die.,2
10552,I swear I will make your life a living nightmare.,2
10553,You are nothing but a failure and a burden.,2
10554,The world would be better off without you.,2
10555,I will ruin you in every possible way.,2
10556,You are the most disgusting person I've ever seen.,2
10557,You should be locked up and never let out.,2
10558,I hope you experience the worst pain imaginable.,2
10559,"If I see you, I won’t hold back my anger.",2
10560,You better watch your back.,2
10561,I will make sure you regret everything.,2
10562,People like you should not exist.,2
10563,"You are a walking disaster, and everyone knows it.",2
10564,I will hunt you down and make you suffer.,2
10565,You are the worst thing that ever happened to this world.,2
10566,People like you deserve to be erased from existence.,2
10567,I will destroy everything you love.,2
10568,You should just disappear from this planet.,2
10569,You are a worthless piece of trash.,2
10570,Everyone hates you and always will.,2
10571,No one cares if you live or die.,2
10572,I swear I will make your life a living nightmare.,2
10573,You are nothing but a failure and a burden.,2
10574,The world would be better off without you.,2
10575,I will ruin you in every possible way.,2
10576,You are the most disgusting person I've ever seen.,2
10577,You should be locked up and never let out.,2
10578,I hope you experience the worst pain imaginable.,2
10579,"If I see you, I won’t hold back my anger.",2
10580,You better watch your back.,2
10581,I will make sure you regret everything.,2
10582,People like you should not exist.,2
10583,"You are a walking disaster, and everyone knows it.",2
10584,I will hunt you down and make you suffer.,2
10585,You are the worst thing that ever happened to this world.,2
10586,People like you deserve to be erased from existence.,2
10587,I will destroy everything you love.,2
10588,You should just disappear from this planet.,2
10589,You are a worthless piece of trash.,2
10590,Everyone hates you and always will.,2
10591,No one cares if you live or die.,2
10592,I swear I will make your life a living nightmare.,2
10593,You are nothing but a failure and a burden.,2
10594,The world would be better off without you.,2
10595,I will ruin you in every possible way.,2
10596,You are the most disgusting person I've ever seen.,2
10597,You should be locked up and never let out.,2
10598,I hope you experience the worst pain imaginable.,2
10599,"If I see you, I won’t hold back my anger.",2
10600,You better watch your back.,2
10601,I will make sure you regret everything.,2
10602,People like you should not exist.,2
10603,"You are a walking disaster, and everyone knows it.",2
10604,I will hunt you down and make you suffer.,2
10605,You are the worst thing that ever happened to this world.,2
10606,People like you deserve to be erased from existence.,2
10607,I will destroy everything you love.,2
10608,You should just disappear from this planet.,2
10609,You are a worthless piece of trash.,2
10610,Everyone hates you and always will.,2
10611,No one cares if you live or die.,2
10612,I swear I will make your life a living nightmare.,2
10613,You are nothing but a failure and a burden.,2
10614,The world would be better off without you.,2
10615,I will ruin you in every possible way.,2
10616,You are the most disgusting person I've ever seen.,2
10617,You should be locked up and never let out.,2
10618,I hope you experience the worst pain imaginable.,2
10619,"If I see you, I won’t hold back my anger.",2
10620,You better watch your back.,2
10621,I will make sure you regret everything.,2
10622,People like you should not exist.,2
10623,"You are a walking disaster, and everyone knows it.",2
10624,I will hunt you down and make you suffer.,2
10625,You are the worst thing that ever happened to this world.,2
10626,People like you deserve to be erased from existence.,2
10627,I will destroy everything you love.,2
10628,You should just disappear from this planet.,2
10629,You are a worthless piece of trash.,2
10630,Everyone hates you and always will.,2
10631,No one cares if you live or die.,2
10632,I swear I will make your life a living nightmare.,2
10633,You are nothing but a failure and a burden.,2
10634,The world would be better off without you.,2
10635,I will ruin you in every possible way.,2
10636,You are the most disgusting person I've ever seen.,2
10637,You should be locked up and never let out.,2
10638,I hope you experience the worst pain imaginable.,2
10639,"If I see you, I won’t hold back my anger.",2
10640,You better watch your back.,2
10641,I will make sure you regret everything.,2
10642,People like you should not exist.,2
10643,"You are a walking disaster, and everyone knows it.",2
10644,I will hunt you down and make you suffer.,2
10645,You are the worst thing that ever happened to this world.,2
10646,People like you deserve to be erased from existence.,2
10647,I will destroy everything you love.,2
10648,You should just disappear from this planet.,2
10649,You are a worthless piece of trash.,2
10650,Everyone hates you and always will.,2
10651,No one cares if you live or die.,2
10652,I swear I will make your life a living nightmare.,2
10653,You are nothing but a failure and a burden.,2
10654,The world would be better off without you.,2
10655,I will ruin you in every possible way.,2
10656,You are the most disgusting person I've ever seen.,2
10657,You should be locked up and never let out.,2
10658,I hope you experience the worst pain imaginable.,2
10659,"If I see you, I won’t hold back my anger.",2
10660,You better watch your back.,2
10661,I will make sure you regret everything.,2
10662,People like you should not exist.,2
10663,"You are a walking disaster, and everyone knows it.",2
10664,I will hunt you down and make you suffer.,2
10665,You are the worst thing that ever happened to this world.,2
10666,People like you deserve to be erased from existence.,2
10667,I will destroy everything you love.,2
10668,You should just disappear from this planet.,2
10669,You are a worthless piece of trash.,2
10670,Everyone hates you and always will.,2
10671,No one cares if you live or die.,2
10672,I swear I will make your life a living nightmare.,2
10673,You are nothing but a failure and a burden.,2
10674,The world would be better off without you.,2
10675,I will ruin you in every possible way.,2
10676,You are the most disgusting person I've ever seen.,2
10677,You should be locked up and never let out.,2
10678,I hope you experience the worst pain imaginable.,2
10679,"If I see you, I won’t hold back my anger.",2
10680,You better watch your back.,2
10681,I will make sure you regret everything.,2
10682,People like you should not exist.,2
10683,"You are a walking disaster, and everyone knows it.",2
10684,I will hunt you down and make you suffer.,2
10685,You are the worst thing that ever happened to this world.,2
10686,People like you deserve to be erased from existence.,2
10687,I will destroy everything you love.,2
10688,You should just disappear from this planet.,2
10689,You are a worthless piece of trash.,2
10690,Everyone hates you and always will.,2
10691,No one cares if you live or die.,2
10692,I swear I will make your life a living nightmare.,2
10693,You are nothing but a failure and a burden.,2
10694,The world would be better off without you.,2
10695,I will ruin you in every possible way.,2
10696,You are the most disgusting person I've ever seen.,2
10697,You should be locked up and never let out.,2
10698,I hope you experience the worst pain imaginable.,2
10699,"If I see you, I won’t hold back my anger.",2
10700,You better watch your back.,2
10701,I will make sure you regret everything.,2
10702,People like you should not exist.,2
10703,"You are a walking disaster, and everyone knows it.",2
10704,I will hunt you down and make you suffer.,2
10705,You are the worst thing that ever happened to this world.,2
10706,People like you deserve to be erased from existence.,2
10707,I will destroy everything you love.,2
10708,You should just disappear from this planet.,2
10709,You are a worthless piece of trash.,2
10710,Everyone hates you and always will.,2
10711,No one cares if you live or die.,2
10712,I swear I will make your life a living nightmare.,2
10713,You are nothing but a failure and a burden.,2
10714,The world would be better off without you.,2
10715,I will ruin you in every possible way.,2
10716,You are the most disgusting person I've ever seen.,2
10717,You should be locked up and never let out.,2
10718,I hope you experience the worst pain imaginable.,2
10719,"If I see you, I won’t hold back my anger.",2
10720,You better watch your back.,2
